,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked
1241,32,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,Male,80,3,Married,9610,3840,Y,13,3,80,1,2,Sales Executive,3,3,2,2.3978952727983707,1.6094379124341003,0.0,No,3,4,1,1,No,3
1242,40,Travel_Rarely,611,Sales,7,4,Medical,1,1740,Male,88,5,Single,19833,4349,Y,14,2,80,0,3,Manager,3,8,8,3.091042453358316,3.091042453358316,2.5649493574615367,No,2,2,3,2,No,1
1244,30,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,Female,78,1,Single,4968,26427,Y,16,4,80,0,2,Research Scientist,3,7,7,2.3978952727983707,2.302585092994046,0.0,No,1,4,2,3,No,0
1245,24,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,Male,59,1,Married,2145,2097,Y,14,4,80,1,2,Human Resources,3,2,1,1.3862943611198906,1.0986122886681096,1.0986122886681096,No,4,1,3,3,No,0
1246,30,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,Female,66,1,Divorced,2180,9732,Y,11,3,80,1,0,Human Resources,3,2,2,1.9459101490553132,1.6094379124341003,0.6931471805599453,Yes,4,3,2,2,No,6
1247,31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,Male,51,2,Married,8346,20943,Y,19,3,80,1,3,Sales Executive,3,2,2,1.9459101490553132,1.791759469228055,0.0,No,3,1,3,3,No,1
1248,27,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,Female,67,1,Single,3445,6152,Y,11,3,80,0,5,Research Scientist,3,2,4,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,3,3,2,No,1
1249,29,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,Female,52,1,Single,2760,14630,Y,13,3,80,0,3,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,Yes,2,2,1,3,No,1
1250,29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,Male,70,2,Single,6294,23060,Y,12,4,80,0,5,Healthcare Representative,3,2,2,2.3978952727983707,1.3862943611198906,0.0,No,3,4,4,4,Yes,8
1251,30,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,Male,94,3,Divorced,7140,3088,Y,11,1,80,1,2,Sales Executive,3,7,7,2.5649493574615367,2.0794415416798357,0.6931471805599453,No,1,3,2,3,No,2
1252,34,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,Male,97,1,Married,2932,5586,Y,14,1,80,3,3,Research Scientist,3,0,2,1.9459101490553132,1.791759469228055,0.6931471805599453,No,4,4,4,3,Yes,0
1253,33,Non-Travel,1283,Sales,2,3,Marketing,1,1756,Female,62,2,Single,5147,10697,Y,15,4,80,0,2,Sales Executive,3,7,7,2.639057329615259,2.4849066497880004,0.6931471805599453,No,2,4,3,2,No,8
1254,49,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,Female,80,2,Single,4507,8191,Y,12,3,80,0,1,Sales Executive,3,1,4,2.1972245773362196,1.791759469228055,0.0,No,4,4,3,4,No,3
1256,38,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,Female,75,1,Married,2468,15963,Y,14,2,80,1,4,Laboratory Technician,3,1,5,2.302585092994046,1.9459101490553132,0.0,No,2,3,2,2,No,4
1257,31,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,Male,70,3,Married,8161,19002,Y,13,1,80,3,2,Sales Executive,3,0,0,2.3978952727983707,0.6931471805599453,0.0,Yes,3,1,3,3,No,2
1258,29,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,Female,91,1,Divorced,2109,10007,Y,13,3,80,1,2,Research Scientist,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,1,4,2,3,No,1
1259,30,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,Male,58,2,Married,5294,9128,Y,16,3,80,1,3,Healthcare Representative,3,0,7,2.3978952727983707,2.0794415416798357,0.6931471805599453,No,3,3,4,3,No,3
1260,32,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,Male,65,1,Single,2718,17674,Y,14,2,80,0,3,Research Scientist,3,7,7,2.5649493574615367,2.0794415416798357,0.0,No,2,2,3,3,No,2
1261,38,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,Male,60,2,Married,5811,24539,Y,16,3,80,1,2,Healthcare Representative,3,0,0,2.772588722239781,0.6931471805599453,0.6931471805599453,No,4,2,1,3,Yes,3
1262,43,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,Male,38,1,Married,2437,15587,Y,16,4,80,1,4,Research Scientist,3,0,0,1.9459101490553132,0.6931471805599453,0.0,Yes,3,3,2,3,Yes,9
1264,55,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,Male,60,5,Married,19038,19805,Y,12,2,80,3,2,Research Director,3,0,0,3.5553480614894135,0.6931471805599453,0.0,No,1,3,2,3,No,8
1265,33,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,Male,90,2,Divorced,3055,6194,Y,15,4,80,2,2,Research Scientist,3,8,7,2.4849066497880004,2.302585092994046,0.6931471805599453,No,2,4,3,2,No,5
1267,34,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,Male,87,2,Divorced,4001,12313,Y,14,3,80,1,3,Sales Executive,3,14,7,2.772588722239781,2.772588722239781,0.0,No,3,4,3,3,Yes,1
1269,43,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,Male,97,1,Single,3539,5033,Y,13,2,80,0,5,Human Resources,3,7,8,2.3978952727983707,2.302585092994046,0.6931471805599453,No,4,2,3,3,No,0
1270,34,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,Female,32,2,Single,6029,25353,Y,12,1,80,0,3,Sales Executive,3,2,2,1.9459101490553132,1.0986122886681096,1.0986122886681096,No,4,4,1,3,No,5
1271,21,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,Male,31,1,Single,2679,4567,Y,13,2,80,0,3,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,Yes,2,2,3,3,No,1
1272,38,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,Female,40,1,Married,3702,16376,Y,11,2,80,1,3,Laboratory Technician,3,4,4,1.791759469228055,1.791759469228055,0.0,No,3,4,2,3,No,1
1273,22,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,Female,79,1,Married,2398,15999,Y,17,3,80,0,6,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,1,3,3,3,Yes,1
1274,31,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,Female,91,2,Married,5468,13402,Y,14,1,80,2,3,Sales Executive,3,7,7,2.639057329615259,2.5649493574615367,1.791759469228055,No,4,1,2,3,No,1
1275,51,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,Female,53,3,Married,13116,22984,Y,11,4,80,0,2,Manager,3,2,2,2.772588722239781,1.0986122886681096,1.0986122886681096,No,3,1,3,3,No,2
1276,37,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,Male,46,2,Married,4189,8800,Y,14,1,80,2,2,Sales Executive,3,2,3,1.791759469228055,1.791759469228055,0.0,No,2,2,2,3,No,1
1277,46,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,Male,46,5,Divorced,19328,14218,Y,17,3,80,1,3,Research Director,3,1,2,3.2188758248682006,1.0986122886681096,1.0986122886681096,No,4,3,3,3,Yes,7
1278,36,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,Male,90,3,Married,8321,25949,Y,13,4,80,1,1,Healthcare Representative,3,8,7,2.772588722239781,2.5649493574615367,1.791759469228055,No,1,4,3,3,Yes,7
1279,44,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,Male,99,1,Divorced,2342,11092,Y,12,3,80,3,2,Research Scientist,3,3,3,1.9459101490553132,1.791759469228055,1.0986122886681096,Yes,2,3,3,2,Yes,1
1280,37,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,Male,89,2,Divorced,4071,12832,Y,13,3,80,0,4,Human Resources,3,0,7,2.995732273553991,2.3978952727983707,1.6094379124341003,No,2,3,3,2,No,2
1281,35,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,Male,84,2,Single,5813,13492,Y,18,4,80,0,2,Sales Executive,3,7,7,2.3978952727983707,2.3978952727983707,2.0794415416798357,Yes,4,3,3,3,Yes,1
1282,33,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,Male,90,1,Married,3143,6076,Y,19,2,80,1,1,Research Scientist,3,8,6,2.70805020110221,2.3978952727983707,2.0794415416798357,No,1,4,4,3,No,6
1283,28,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,Male,82,1,Married,2044,5531,Y,11,3,80,1,6,Research Scientist,3,3,3,1.791759469228055,1.791759469228055,0.0,No,4,3,3,4,No,1
1285,46,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,Male,98,2,Single,7991,25166,Y,15,3,80,0,3,Sales Executive,3,2,2,1.9459101490553132,1.0986122886681096,1.0986122886681096,No,2,2,2,3,No,8
1286,40,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,Female,99,1,Married,3377,25605,Y,17,4,80,1,5,Laboratory Technician,3,3,2,2.0794415416798357,1.6094379124341003,0.0,No,1,3,3,2,No,4
1287,42,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,Male,95,2,Married,5538,5696,Y,18,3,80,2,2,Healthcare Representative,3,0,0,2.3978952727983707,0.0,0.0,No,1,2,4,2,No,5
1288,35,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,Male,90,2,Divorced,5762,24442,Y,14,3,80,1,6,Manufacturing Director,3,7,7,2.772588722239781,2.0794415416798357,0.6931471805599453,No,4,2,3,3,No,2
1289,38,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,Male,100,1,Divorced,2592,7129,Y,13,4,80,3,3,Human Resources,3,10,8,2.639057329615259,2.4849066497880004,1.3862943611198906,No,2,1,3,3,No,5
1290,34,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,Male,93,2,Married,5346,6208,Y,17,3,80,1,3,Laboratory Technician,3,1,7,2.4849066497880004,2.0794415416798357,0.0,Yes,1,4,3,2,No,4
1291,37,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,Male,58,2,Single,4213,4992,Y,15,2,80,0,4,Manufacturing Director,3,3,8,2.3978952727983707,2.3978952727983707,0.0,Yes,1,4,3,1,No,1
1292,39,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,Male,83,2,Divorced,4127,19188,Y,18,4,80,1,6,Sales Executive,3,1,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,No,4,3,3,3,No,2
1293,43,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,Male,52,1,Single,2438,24978,Y,13,3,80,0,2,Research Scientist,3,2,2,2.0794415416798357,1.3862943611198906,0.6931471805599453,No,3,1,3,2,No,4
1294,41,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,Male,85,2,Single,6870,15530,Y,12,1,80,0,3,Healthcare Representative,3,2,2,2.4849066497880004,1.3862943611198906,0.6931471805599453,No,2,2,4,1,No,3
1295,41,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,Female,81,3,Divorced,10447,26458,Y,13,4,80,1,3,Sales Executive,3,14,5,3.1780538303479458,3.1354942159291497,2.639057329615259,No,3,3,3,4,Yes,0
1296,30,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,Female,64,3,Single,9667,2739,Y,14,2,80,0,3,Manufacturing Director,3,7,2,2.302585092994046,2.0794415416798357,0.0,No,3,1,3,3,No,9
1297,26,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,Female,69,1,Married,2148,6889,Y,11,3,80,0,3,Human Resources,3,1,4,1.9459101490553132,1.791759469228055,0.6931471805599453,Yes,2,4,3,3,Yes,0
1299,40,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,Female,52,2,Divorced,6513,9060,Y,17,4,80,1,3,Healthcare Representative,3,3,3,2.5649493574615367,1.791759469228055,0.0,No,4,3,3,3,No,4
1302,35,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,Male,91,1,Married,2705,9696,Y,16,2,80,1,2,Laboratory Technician,3,4,3,1.9459101490553132,1.791759469228055,0.0,No,3,2,1,4,No,0
1303,47,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,Female,92,3,Divorced,10333,19271,Y,12,3,80,1,4,Manufacturing Director,3,11,10,3.367295829986474,3.1354942159291497,2.70805020110221,No,2,3,2,3,Yes,8
1304,40,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,Female,47,2,Divorced,4448,10748,Y,12,2,80,1,3,Healthcare Representative,3,4,7,2.772588722239781,2.0794415416798357,2.0794415416798357,No,1,2,3,3,No,2
1305,54,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,Female,68,2,Married,6854,15696,Y,15,2,80,1,2,Research Scientist,3,1,7,2.70805020110221,2.0794415416798357,0.6931471805599453,No,4,4,3,2,No,4
1306,31,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,Female,68,3,Married,9637,8277,Y,14,4,80,2,3,Sales Executive,3,2,2,2.302585092994046,1.3862943611198906,1.0986122886681096,No,1,1,3,3,No,2
1309,26,Travel_Rarely,572,Sales,10,3,Medical,1,1836,Male,46,2,Single,4684,9125,Y,13,1,80,0,4,Sales Executive,3,3,2,1.791759469228055,1.791759469228055,0.6931471805599453,No,4,3,3,3,No,1
1310,58,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,Male,87,4,Married,15787,21624,Y,14,2,80,0,3,Research Director,3,2,2,3.1780538303479458,1.0986122886681096,1.0986122886681096,No,3,1,3,3,Yes,2
1311,18,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,Female,33,1,Single,1514,8018,Y,16,3,80,0,4,Research Scientist,3,0,0,0.0,0.0,0.0,No,3,2,3,1,No,1
1312,31,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,Male,89,1,Married,2956,21495,Y,17,3,80,0,4,Human Resources,3,0,0,1.0986122886681096,0.6931471805599453,0.0,Yes,1,4,4,3,No,0
1313,29,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,Male,56,1,Divorced,2335,3157,Y,15,4,80,3,3,Human Resources,3,2,0,1.6094379124341003,1.0986122886681096,1.0986122886681096,Yes,1,1,2,3,Yes,4
1317,27,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,Female,53,1,Single,2379,19826,Y,14,3,80,0,3,Laboratory Technician,3,4,2,1.9459101490553132,1.791759469228055,0.0,No,4,4,3,2,Yes,0
1318,29,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,Male,40,1,Married,3812,7003,Y,13,2,80,0,3,Laboratory Technician,3,8,10,2.4849066497880004,2.4849066497880004,1.3862943611198906,No,4,4,3,4,No,1
1319,32,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,Male,79,2,Single,4648,26075,Y,13,3,80,0,2,Sales Executive,3,0,0,1.6094379124341003,0.0,0.0,No,4,4,3,4,No,8
1321,47,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,Female,64,1,Single,2105,5411,Y,12,3,80,0,2,Laboratory Technician,3,2,0,2.0794415416798357,1.0986122886681096,1.0986122886681096,No,3,2,3,3,No,4
1322,46,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,Male,82,3,Divorced,8578,19989,Y,14,3,80,1,4,Manufacturing Director,3,8,7,2.5649493574615367,2.302585092994046,1.6094379124341003,No,4,4,3,2,No,3
1323,28,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,Male,43,1,Divorced,2706,10494,Y,15,2,80,1,2,Human Resources,3,2,2,1.3862943611198906,1.3862943611198906,1.0986122886681096,No,4,3,3,3,No,1
1324,29,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,Male,93,2,Divorced,6384,21143,Y,17,4,80,2,3,Healthcare Representative,3,0,6,2.4849066497880004,2.0794415416798357,0.6931471805599453,No,3,4,1,3,No,8
1325,42,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,Male,81,1,Single,3968,13624,Y,13,4,80,0,3,Laboratory Technician,3,0,0,2.1972245773362196,0.0,0.0,No,3,4,3,3,No,4
1326,32,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,Male,82,2,Single,9907,26186,Y,12,3,80,0,3,Sales Executive,3,2,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,Yes,2,3,2,2,Yes,7
1327,46,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,Female,45,4,Divorced,13225,7739,Y,12,4,80,1,5,Sales Executive,3,17,8,3.258096538021482,2.995732273553991,1.0986122886681096,No,1,1,4,3,No,2
1329,29,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,Male,87,1,Married,2804,15434,Y,11,4,80,0,3,Human Resources,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,2,4,2,3,No,1
1330,43,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,Female,81,5,Married,19392,22539,Y,13,4,80,0,2,Manager,3,12,14,3.091042453358316,2.833213344056216,1.9459101490553132,No,3,1,2,3,No,7
1331,48,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,Male,91,5,Married,19665,13583,Y,12,4,80,0,3,Research Director,3,10,9,3.4011973816621555,3.1354942159291497,2.5649493574615367,No,2,4,2,3,No,4
1334,27,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,Female,77,1,Married,4774,23844,Y,19,4,80,1,2,Research Scientist,3,6,3,2.1972245773362196,2.0794415416798357,2.0794415416798357,No,1,4,2,2,No,0
1335,39,Travel_Rarely,835,Research & Development,19,4,Other,1,1871,Male,41,2,Divorced,3902,5141,Y,14,2,80,3,2,Research Scientist,3,2,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,No,4,4,3,3,No,8
1337,28,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,Female,78,1,Married,2856,3692,Y,19,4,80,1,3,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,2,2,3,3,No,1
1338,30,Travel_Rarely,945,Sales,9,3,Medical,1,1876,Male,89,1,Single,1081,16019,Y,13,3,80,0,3,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,4,2,3,2,No,1
1340,36,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,Female,63,2,Married,5673,6060,Y,13,1,80,1,4,Sales Executive,3,9,7,2.3978952727983707,2.3978952727983707,0.6931471805599453,No,3,2,2,3,Yes,1
1341,31,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,Male,89,2,Divorced,4197,18624,Y,11,1,80,1,2,Laboratory Technician,3,8,2,2.3978952727983707,2.3978952727983707,0.0,No,3,2,3,3,No,1
1342,34,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,Male,64,3,Married,9713,24444,Y,13,4,80,3,3,Sales Executive,3,3,0,2.302585092994046,1.791759469228055,0.6931471805599453,No,4,3,3,3,Yes,2
1343,29,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,Male,59,1,Single,2062,19384,Y,14,2,80,0,2,Laboratory Technician,3,2,2,2.4849066497880004,1.3862943611198906,0.6931471805599453,No,1,4,3,3,No,3
1345,35,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,Female,44,2,Married,4788,25388,Y,11,4,80,0,2,Manufacturing Director,3,2,2,1.6094379124341003,1.3862943611198906,0.0,No,2,4,2,3,Yes,0
1346,45,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,Female,93,2,Married,5906,23888,Y,13,4,80,2,2,Manufacturing Director,3,8,8,2.3978952727983707,2.302585092994046,1.3862943611198906,No,4,2,2,2,No,0
1348,40,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1892,Male,98,4,Divorced,16823,18991,Y,11,1,80,1,3,Manager,3,7,16,3.1354942159291497,2.995732273553991,2.4849066497880004,No,1,1,3,3,No,2
1349,26,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,Female,90,1,Married,2933,14908,Y,13,3,80,1,3,Research Scientist,3,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,No,3,2,2,2,Yes,1
1350,27,Travel_Rarely,511,Sales,2,2,Medical,1,1898,Female,89,2,Single,6500,26997,Y,14,2,80,0,5,Sales Executive,3,7,7,2.302585092994046,2.1972245773362196,0.0,No,3,1,4,2,No,0
1351,48,Travel_Frequently,117,Research & Development,22,3,Medical,1,1900,Female,58,4,Divorced,17174,2437,Y,11,2,80,1,3,Manager,3,17,7,3.2188758248682006,3.1354942159291497,1.6094379124341003,No,4,4,3,3,No,3
1352,44,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,Male,78,2,Married,5033,9364,Y,15,4,80,1,5,Healthcare Representative,3,0,2,2.3978952727983707,1.0986122886681096,1.0986122886681096,No,1,2,4,3,No,2
1354,56,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,Male,97,1,Single,2587,10261,Y,16,4,80,0,3,Laboratory Technician,3,2,0,1.791759469228055,1.6094379124341003,0.6931471805599453,Yes,4,1,3,3,No,1
1355,36,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,Male,33,2,Married,5507,16822,Y,16,3,80,2,1,Sales Executive,3,2,3,2.5649493574615367,1.6094379124341003,0.6931471805599453,No,2,3,2,1,No,2
1357,42,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,Male,83,3,Married,13348,14842,Y,13,2,80,1,3,Research Director,3,7,7,2.9444389791664403,2.639057329615259,1.791759469228055,No,1,3,3,4,No,9
1358,31,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,Female,86,2,Divorced,6583,20115,Y,11,4,80,1,2,Sales Executive,3,2,4,2.1972245773362196,1.791759469228055,0.6931471805599453,No,4,3,3,3,Yes,2
1359,34,Travel_Rarely,735,Sales,3,1,Medical,1,1915,Female,75,2,Married,8103,16495,Y,12,3,80,0,3,Sales Executive,3,2,1,2.302585092994046,1.6094379124341003,0.0,No,4,4,2,2,Yes,3
1360,31,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,Female,62,1,Divorced,3978,16031,Y,12,2,80,1,0,Laboratory Technician,3,2,2,1.6094379124341003,1.0986122886681096,1.0986122886681096,No,3,1,4,2,No,8
1361,26,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,Male,61,1,Married,2544,7102,Y,18,1,80,1,3,Laboratory Technician,3,7,7,2.1972245773362196,2.0794415416798357,2.0794415416798357,No,4,3,4,3,No,0
1362,45,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,Male,44,2,Single,5399,14511,Y,12,3,80,0,3,Healthcare Representative,3,2,3,2.5649493574615367,1.6094379124341003,0.0,No,3,2,3,3,No,4
1363,33,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,Male,43,2,Single,5487,10410,Y,14,2,80,0,2,Sales Executive,3,4,9,2.3978952727983707,2.3978952727983707,0.0,No,3,2,3,2,No,1
1364,28,Travel_Frequently,783,Sales,1,2,Life Sciences,1,1927,Male,42,2,Married,6834,19255,Y,12,3,80,1,2,Sales Executive,3,7,7,2.0794415416798357,2.0794415416798357,0.0,No,4,3,2,3,Yes,1
1365,29,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,Male,45,1,Single,1091,10642,Y,17,4,80,0,3,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,1,3,4,3,No,1
1366,39,Non-Travel,1251,Sales,21,4,Life Sciences,1,1929,Female,32,2,Married,5736,3987,Y,19,3,80,1,1,Sales Executive,3,2,2,2.3978952727983707,1.3862943611198906,0.6931471805599453,No,3,1,1,3,No,6
1367,27,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1931,Male,41,1,Married,2226,6073,Y,11,3,80,1,3,Research Scientist,3,3,2,1.9459101490553132,1.791759469228055,0.6931471805599453,No,2,2,3,2,No,1
1368,34,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,Male,86,2,Married,5747,26496,Y,15,2,80,0,3,Research Scientist,3,10,11,2.833213344056216,2.772588722239781,1.9459101490553132,No,4,3,2,3,Yes,1
1369,28,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,Female,84,2,Single,9854,23352,Y,11,4,80,0,0,Sales Executive,3,0,2,1.9459101490553132,1.0986122886681096,1.0986122886681096,Yes,3,4,3,3,Yes,3
1370,47,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,Male,64,2,Married,5467,2125,Y,18,3,80,1,4,Research Scientist,3,7,7,2.833213344056216,2.1972245773362196,0.6931471805599453,No,2,3,3,4,No,8
1371,56,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,Female,89,2,Married,5380,20328,Y,16,3,80,1,3,Sales Executive,3,0,0,1.9459101490553132,0.0,0.0,No,1,4,2,3,No,4
1373,38,Travel_Frequently,1394,Research & Development,8,3,Medical,1,1937,Female,58,2,Divorced,2133,18115,Y,16,3,80,1,3,Research Scientist,3,11,7,3.044522437723423,3.044522437723423,0.0,No,2,4,2,3,Yes,1
